idCustomer,idRating,dateObtained
77,PPL,2019-09-30 19:53:42
369,PPL,2019-03-19 09:24:52
443,PPL,2020-12-12 14:33:51
424,PPL,2021-01-06 21:52:24
176,PPL,2019-09-01 12:42:38
288,PPL,2021-01-28 22:30:45
318,PPL,2019-03-27 05:26:54
295,PPL,2019-10-26 13:39:11
263,PPL,2019-02-21 18:22:22
330,PPL,2019-12-14 14:03:49
436,PPL,2019-06-26 20:43:52
229,PPL,2019-11-14 22:58:40
1,PPL,2019-03-05 10:39:44
227,PPL,2019-08-22 21:10:23
286,PPL,2019-09-14 22:38:20
284,PPL,2021-01-17 08:27:25
296,PPL,2019-07-29 11:22:02
201,PPL,2020-03-21 12:33:27
259,PPL,2020-02-03 07:32:35
472,PPL,2019-11-15 01:08:54
182,PPL,2020-04-19 02:40:25
175,PPL,2019-01-27 03:11:36
487,PPL,2019-10-07 05:32:45
346,PPL,2019-08-12 06:45:16
342,PPL,2019-06-08 00:17:53
318,PPL,2019-07-30 19:28:44
394,PPL,2019-02-23 11:31:36
461,PPL,2019-08-09 14:54:39
320,PPL,2020-10-06 02:55:36
157,PPL,2019-03-02 04:04:43
221,PPL,2019-06-30 03:04:13
463,PPL,2020-03-27 16:33:56
112,PPL,2019-12-31 06:03:41
414,PPL,2019-03-28 15:57:04
21,PPL,2020-01-11 22:03:52
284,PPL,2020-12-18 10:46:22
337,PPL,2019-04-17 14:58:15
322,PPL,2019-06-25 06:00:35
441,PPL,2020-07-14 12:39:06
246,PPL,2021-02-01 12:02:36
280,PPL,2019-09-26 12:59:43
224,PPL,2020-04-24 19:08:08
20,PPL,2019-04-17 01:05:17
35,PPL,2020-04-29 16:27:00
174,PPL,2019-02-17 21:39:22
52,PPL,2020-05-13 01:56:12
354,PPL,2019-05-25 23:02:33
300,PPL,2020-02-18 22:16:23
280,PPL,2020-05-16 18:17:53
143,PPL,2020-04-22 13:40:20
259,PPL,2020-10-27 15:08:53
15,PPL,2019-03-08 19:58:51
357,PPL,2019-07-14 06:00:08
446,PPL,2020-12-05 09:38:05
270,PPL,2019-09-24 20:34:25
134,PPL,2019-01-12 06:32:40
376,PPL,2020-07-03 14:20:01
32,PPL,2020-07-20 12:51:02
3,PPL,2021-02-14 21:11:25
12,PPL,2020-08-26 01:52:40
413,PPL,2019-03-19 17:15:29
74,PPL,2020-03-23 07:18:26
213,PPL,2019-12-23 22:43:15
120,PPL,2019-03-24 22:26:40
345,PPL,2019-08-07 06:39:54
433,PPL,2020-08-30 10:36:40
332,PPL,2020-04-27 17:56:44
175,PPL,2019-12-02 03:55:13
281,PPL,2019-02-14 02:42:22
473,PPL,2019-10-28 12:16:15
70,PPL,2020-01-04 21:10:27
285,PPL,2020-01-16 19:12:27
52,PPL,2020-08-04 04:43:26
392,PPL,2019-09-25 05:14:27
275,PPL,2019-12-03 19:39:17
273,PPL,2020-08-24 03:46:57
419,PPL,2020-01-19 20:45:38
262,PPL,2019-05-23 11:07:01
478,PPL,2021-02-03 05:45:07
467,PPL,2020-03-24 09:07:59
10,PPL,2019-07-09 11:09:16
276,PPL,2020-03-06 00:24:14
408,PPL,2021-01-12 17:22:00
250,PPL,2020-02-01 04:22:13
49,PPL,2019-03-22 03:41:25
229,PPL,2020-11-10 02:18:51
309,PPL,2019-12-13 00:33:01
438,PPL,2020-04-01 07:42:22
277,PPL,2020-04-22 20:30:44
279,PPL,2019-11-12 16:15:48
316,PPL,2020-08-28 06:25:51
315,PPL,2020-04-22 13:29:06
456,PPL,2020-05-04 13:28:08
75,PPL,2019-07-06 17:00:27
13,PPL,2020-11-18 01:55:40
198,PPL,2020-05-12 06:12:35
479,PPL,2020-03-18 19:47:35
378,PPL,2020-07-21 08:47:01
254,PPL,2019-07-06 11:07:29
114,PPL,2019-06-18 01:29:13
51,PPL,2019-10-30 16:55:24
205,PPL,2019-08-16 09:32:46
408,PPL,2020-04-16 20:24:57
415,PPL,2020-08-14 21:05:49
480,PPL,2019-05-20 23:23:24
452,PPL,2020-09-08 11:12:23
341,PPL,2020-05-06 06:38:57
482,PPL,2020-04-10 14:19:46
208,PPL,2020-03-23 09:17:23
321,PPL,2020-05-22 21:00:40
8,PPL,2021-01-18 23:21:00
206,PPL,2019-02-24 21:29:45
287,PPL,2019-11-14 22:41:23
122,PPL,2019-08-14 15:01:47
184,PPL,2020-03-14 19:56:13
60,PPL,2021-02-15 13:28:32
393,PPL,2020-09-21 19:51:22
303,PPL,2019-07-02 10:30:25
36,PPL,2020-10-07 08:21:24
182,PPL,2019-03-25 15:14:25
86,PPL,2019-04-16 20:43:58
354,PPL,2019-08-07 12:19:59
265,PPL,2020-08-03 09:22:11
199,PPL,2020-10-22 16:24:38
88,PPL,2020-11-12 09:54:05
151,PPL,2019-01-24 19:19:22
176,PPL,2019-05-07 17:54:26
205,PPL,2019-09-18 22:20:18
104,PPL,2020-07-05 07:24:37
435,PPL,2020-01-12 00:28:58
119,PPL,2020-03-03 04:57:08
105,PPL,2020-10-13 13:11:35
423,PPL,2019-01-10 05:45:53
221,PPL,2021-01-22 11:43:22
484,PPL,2019-11-23 07:14:40
232,PPL,2020-09-01 03:56:54
256,PPL,2019-03-12 01:25:32
6,PPL,2019-04-19 09:17:51
33,PPL,2020-02-25 23:53:05
351,PPL,2020-12-01 00:12:23
250,PPL,2020-02-13 00:09:33
170,PPL,2019-04-25 08:22:14
428,PPL,2020-09-27 15:34:03
178,PPL,2019-05-10 06:51:41
309,PPL,2020-08-21 07:16:55
303,PPL,2019-11-02 08:04:17
34,PPL,2020-04-27 02:23:03
297,PPL,2021-01-21 14:53:21
91,PPL,2020-02-25 16:20:42
374,PPL,2019-08-30 12:03:02
146,PPL,2019-05-15 23:28:57
420,PPL,2019-11-26 00:38:13
140,PPL,2019-06-08 20:30:30
81,PPL,2020-12-28 13:27:12
342,PPL,2020-06-04 14:49:23
351,PPL,2020-06-21 20:54:30
151,PPL,2019-05-18 05:12:39
97,PPL,2019-11-14 09:08:57
469,PPL,2021-02-06 20:42:54
401,PPL,2019-08-29 18:36:34
485,PPL,2020-05-28 07:20:18
366,PPL,2019-04-22 19:06:41
265,PPL,2020-11-24 16:27:50
101,PPL,2020-07-28 09:07:44
29,PPL,2020-05-02 06:48:13
48,PPL,2020-12-01 16:57:53
445,PPL,2019-09-12 08:13:02
89,PPL,2020-10-01 02:05:08
54,PPL,2019-09-05 17:52:58
132,PPL,2019-01-08 10:07:39
172,PPL,2021-02-19 21:56:46
86,PPL,2020-02-27 00:17:18
4,PPL,2020-01-22 20:19:11
200,PPL,2020-12-13 02:34:22
152,PPL,2019-07-08 07:51:25
258,PPL,2020-07-19 06:19:57
499,PPL,2020-10-19 05:44:37
68,PPL,2020-10-03 02:17:16
272,PPL,2020-01-17 10:03:06
340,PPL,2020-07-02 21:24:49
397,PPL,2020-02-22 06:43:31
125,PPL,2019-06-12 14:47:57
350,PPL,2020-12-06 05:29:47
78,PPL,2019-02-14 03:28:35
488,PPL,2021-01-17 09:19:11
437,PPL,2020-11-23 22:12:39
227,PPL,2021-02-20 20:21:12
300,PPL,2020-02-06 02:29:12
381,PPL,2019-06-08 23:11:49
379,PPL,2020-04-16 08:32:13
53,PPL,2019-02-15 04:10:15
267,PPL,2020-07-16 17:33:44
42,PPL,2021-02-28 16:55:49
211,PPL,2021-01-18 02:01:02
190,PPL,2019-06-18 19:42:34
374,PPL,2020-04-11 05:44:58
96,PPL,2021-01-13 00:07:41
247,PPL,2019-11-15 13:43:42
494,PPL,2019-10-09 15:40:24
131,PPL,2019-09-14 04:19:04
462,PPL,2020-12-02 01:33:54
139,PPL,2019-08-30 07:31:50
287,PPL,2021-02-17 19:29:33
91,PPL,2019-01-27 23:24:27
216,PPL,2019-03-23 17:59:25
378,PPL,2020-08-04 09:50:02
21,PPL,2019-03-14 17:19:32
97,PPL,2019-01-06 05:12:42
99,PPL,2019-07-02 16:25:51
118,PPL,2020-02-19 05:42:32
496,PPL,2019-12-15 19:55:37
479,PPL,2019-06-08 19:00:48
209,PPL,2019-06-26 08:10:22
277,PPL,2021-02-13 06:20:13
99,PPL,2020-05-04 09:42:48
135,PPL,2019-07-12 20:34:58
86,PPL,2020-12-10 14:20:02
307,PPL,2020-05-26 17:24:07
423,PPL,2020-09-18 08:52:44
432,PPL,2019-07-17 00:55:19
141,PPL,2019-04-09 10:17:52
359,PPL,2020-12-13 14:45:54
172,PPL,2020-06-04 15:07:19
156,PPL,2019-05-09 07:05:18
103,PPL,2020-07-23 14:27:30
248,PPL,2020-02-08 04:10:54
229,PPL,2020-09-03 08:07:02
112,PPL,2019-02-26 04:52:03
184,PPL,2019-11-06 03:07:19
92,PPL,2021-02-15 10:41:06
468,PPL,2019-03-20 07:47:11
284,PPL,2019-06-14 17:07:02
438,PPL,2020-10-15 17:25:36
477,PPL,2020-12-30 22:51:57
351,PPL,2019-03-23 05:16:55
403,PPL,2021-01-02 06:22:10
182,PPL,2020-05-14 21:06:44
227,PPL,2019-10-19 20:33:57
141,PPL,2020-03-13 18:20:27
408,PPL,2020-06-18 17:41:42
103,PPL,2020-12-11 07:00:49
288,PPL,2020-10-28 23:39:35
163,PPL,2020-12-15 09:16:25
397,PPL,2019-07-03 02:06:34
184,PPL,2020-10-10 01:06:36
146,PPL,2020-01-25 21:39:29
355,PPL,2019-12-11 00:25:17
271,PPL,2021-02-12 22:48:08
196,PPL,2020-08-26 10:03:19
234,PPL,2019-03-18 05:27:12
167,PPL,2019-05-25 18:09:31
143,PPL,2021-01-11 17:23:53
17,PPL,2019-07-09 09:44:10
318,PPL,2019-06-09 03:42:46
63,PPL,2020-03-23 06:54:07
378,PPL,2019-03-19 05:32:21
293,PPL,2020-11-27 08:18:47
66,PPL,2020-07-17 02:43:48
203,PPL,2019-11-22 17:22:16
169,PPL,2019-03-07 01:21:08
244,PPL,2019-03-06 03:47:49
308,PPL,2019-08-27 10:14:05
117,PPL,2019-10-30 20:32:07
213,PPL,2019-02-17 18:45:44
249,PPL,2020-02-13 18:37:09
136,PPL,2020-11-03 04:48:49
448,PPL,2019-04-10 22:23:14
7,PPL,2019-10-04 16:43:45
345,PPL,2019-02-03 15:16:07
296,PPL,2021-02-28 17:05:42
155,PPL,2019-06-30 16:40:26
171,PPL,2020-08-21 08:44:06
495,PPL,2019-04-29 22:18:57
112,PPL,2020-08-03 12:45:59
339,PPL,2020-05-11 17:23:40
224,PPL,2020-12-25 10:24:12
295,PPL,2020-12-01 02:06:12
